"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 18:22:06 GMT 2024","Tue Jul 30 18:22:07 GMT 2024","1210","api tests","example.spec.ts","example suite","","","Method test: post",""
"passed","Tue Jul 30 18:22:08 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","981","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking GET",""
"passed","Tue Jul 30 18:22:06 GMT 2024","Tue Jul 30 18:22:07 GMT 2024","1107","api tests","example.spec.ts","example suite","","","Status 500 test",""
"passed","Tue Jul 30 18:22:07 GMT 2024","Tue Jul 30 18:22:08 GMT 2024","1036","api tests","example.spec.ts","example suite","","","Method test: patch",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:14 GMT 2024","980","api tests","framework.spec.ts","Simple Api Tests","","","Checking PATCH",""
"passed","Tue Jul 30 18:22:07 GMT 2024","Tue Jul 30 18:22:08 GMT 2024","964","api tests","fixtures.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Tue Jul 30 18:22:07 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","2429","api tests","example.spec.ts","auth tests","","","user info by id",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:14 GMT 2024","721","api tests","framework.spec.ts","Auth Api Tests","","","Check user id",""
"passed","Tue Jul 30 18:22:09 GMT 2024","Tue Jul 30 18:22:10 GMT 2024","967","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PATCH",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:13 GMT 2024","640","api tests","framework.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Tue Jul 30 18:22:06 GMT 2024","Tue Jul 30 18:22:07 GMT 2024","1094","api tests","example.spec.ts","example suite","","","Method test: delete",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:14 GMT 2024","934","api tests","framework.spec.ts","Simple Api Tests","","","Checking PUT",""
"passed","Tue Jul 30 18:22:12 GMT 2024","Tue Jul 30 18:22:13 GMT 2024","598","api tests","framework.spec.ts","Simple Api Tests","","","Checking GET",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:15 GMT 2024","1656","api tests","framework.spec.ts","Auth Api Tests","","","Check user info by id",""
"passed","Tue Jul 30 18:22:08 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","595","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Tue Jul 30 18:22:10 GMT 2024","Tue Jul 30 18:22:11 GMT 2024","993","api tests","framework.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Tue Jul 30 18:22:06 GMT 2024","Tue Jul 30 18:22:07 GMT 2024","1176","api tests","example.spec.ts","example suite","","","Hello test",""
"passed","Tue Jul 30 18:22:09 GMT 2024","Tue Jul 30 18:22:13 GMT 2024","4287","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user id",""
"passed","Tue Jul 30 18:22:10 GMT 2024","Tue Jul 30 18:22:15 GMT 2024","4763","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user info by id",""
"passed","Tue Jul 30 18:22:08 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","986","api tests","fixtures.spec.ts","Simple Api Tests","","","Get 500 test",""
"passed","Tue Jul 30 18:22:13 GMT 2024","Tue Jul 30 18:22:13 GMT 2024","598","api tests","framework.spec.ts","Simple Api Tests","","","Checking DELETE",""
"passed","Tue Jul 30 18:22:11 GMT 2024","Tue Jul 30 18:22:12 GMT 2024","990","api tests","framework.spec.ts","Simple Api Tests","","","Get 500 test",""
"passed","Tue Jul 30 18:22:07 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","1908","api tests","example.spec.ts","auth tests","","","auth user check id",""
"passed","Tue Jul 30 18:22:06 GMT 2024","Tue Jul 30 18:22:07 GMT 2024","1007","api tests","example.spec.ts","example suite","","","Method test: get",""
"passed","Tue Jul 30 18:22:07 GMT 2024","Tue Jul 30 18:22:08 GMT 2024","1037","api tests","example.spec.ts","example suite","","","Method test: put",""
"passed","Tue Jul 30 18:22:09 GMT 2024","Tue Jul 30 18:22:09 GMT 2024","592","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking DELETE",""
"passed","Tue Jul 30 18:22:09 GMT 2024","Tue Jul 30 18:22:10 GMT 2024","1013","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PUT",""
