"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:29 GMT 2024","772","api tests","example.spec.ts","example suite","","","Hello test",""
"passed","Tue Jul 30 18:47:34 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","593","api tests","framework.spec.ts","Simple Api Tests","","","Checking PUT",""
"passed","Tue Jul 30 18:47:34 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","532","api tests","framework.spec.ts","Simple Api Tests","","","Checking PATCH",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:29 GMT 2024","831","api tests","example.spec.ts","example suite","","","Method test: post",""
"passed","Tue Jul 30 18:47:30 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","601","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Tue Jul 30 18:47:32 GMT 2024","Tue Jul 30 18:47:32 GMT 2024","597","api tests","framework.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Tue Jul 30 18:47:31 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","4179","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user info by id",""
"passed","Tue Jul 30 18:47:33 GMT 2024","Tue Jul 30 18:47:33 GMT 2024","523","api tests","framework.spec.ts","Simple Api Tests","","","Checking GET",""
"passed","Tue Jul 30 18:47:30 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","626","api tests","fixtures.spec.ts","Simple Api Tests","","","Get 500 test",""
"passed","Tue Jul 30 18:47:34 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","602","api tests","framework.spec.ts","Simple Api Tests","","","Checking DELETE",""
"passed","Tue Jul 30 18:47:30 GMT 2024","Tue Jul 30 18:47:30 GMT 2024","885","api tests","fixtures.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","1777","api tests","example.spec.ts","auth tests","","","user info by id",""
"passed","Tue Jul 30 18:47:33 GMT 2024","Tue Jul 30 18:47:34 GMT 2024","577","api tests","framework.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","1446","api tests","example.spec.ts","auth tests","","","auth user check id",""
"passed","Tue Jul 30 18:47:32 GMT 2024","Tue Jul 30 18:47:33 GMT 2024","562","api tests","framework.spec.ts","Simple Api Tests","","","Get 500 test",""
"passed","Tue Jul 30 18:47:35 GMT 2024","Tue Jul 30 18:47:36 GMT 2024","1179","api tests","framework.spec.ts","Auth Api Tests","","","Check user info by id",""
"passed","Tue Jul 30 18:47:30 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","584","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking GET",""
"passed","Tue Jul 30 18:47:31 GMT 2024","Tue Jul 30 18:47:32 GMT 2024","592","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PATCH",""
"passed","Tue Jul 30 18:47:28 GMT 2024","Tue Jul 30 18:47:29 GMT 2024","943","api tests","example.spec.ts","example suite","","","Method test: get",""
"passed","Tue Jul 30 18:47:31 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","543","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PUT",""
"passed","Tue Jul 30 18:47:31 GMT 2024","Tue Jul 30 18:47:31 GMT 2024","539","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking DELETE",""
"passed","Tue Jul 30 18:47:28 GMT 2024","Tue Jul 30 18:47:29 GMT 2024","1116","api tests","example.spec.ts","example suite","","","Status 500 test",""
"passed","Tue Jul 30 18:47:31 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","3674","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user id",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:30 GMT 2024","563","api tests","example.spec.ts","example suite","","","Method test: patch",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:30 GMT 2024","945","api tests","example.spec.ts","example suite","","","Method test: put",""
"passed","Tue Jul 30 18:47:35 GMT 2024","Tue Jul 30 18:47:35 GMT 2024","630","api tests","framework.spec.ts","Auth Api Tests","","","Check user id",""
"passed","Tue Jul 30 18:47:29 GMT 2024","Tue Jul 30 18:47:29 GMT 2024","827","api tests","example.spec.ts","example suite","","","Method test: delete",""
