"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 18 13:24:44 GMT 2024","Sun Aug 18 13:24:45 GMT 2024","571","api tests","fixtures.spec.ts","Simple Api Tests","","","Get 500 test",""
"passed","Sun Aug 18 13:24:50 GMT 2024","Sun Aug 18 13:24:54 GMT 2024","3831","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user info by id",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","447","api tests","example.spec.ts","example suite","","","Status 500 test",""
"failed","Sun Aug 18 13:24:49 GMT 2024","Sun Aug 18 13:24:49 GMT 2024","62","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","455","api tests","example.spec.ts","example suite","","","Method test: put",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:43 GMT 2024","777","api tests","example.spec.ts","example suite","","","Method test: delete",""
"failed","Sun Aug 18 13:25:04 GMT 2024","Sun Aug 18 13:25:04 GMT 2024","16","api tests","framework.spec.ts","Simple Api Tests","","","Checking PUT",""
"failed","Sun Aug 18 13:24:56 GMT 2024","Sun Aug 18 13:24:56 GMT 2024","100","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PUT",""
"failed","Sun Aug 18 13:25:01 GMT 2024","Sun Aug 18 13:25:01 GMT 2024","25","api tests","framework.spec.ts","Simple Api Tests","","","Checking DELETE",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","753","api tests","example.spec.ts","example suite","","","Hello test",""
"passed","Sun Aug 18 13:24:44 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","630","api tests","example.spec.ts","example suite","","","Method test: patch",""
"passed","Sun Aug 18 13:24:51 GMT 2024","Sun Aug 18 13:24:55 GMT 2024","3481","api tests","fixtures.spec.ts","Example tests with fixtures, auth","","","Check user id",""
"passed","Sun Aug 18 13:25:02 GMT 2024","Sun Aug 18 13:25:04 GMT 2024","1048","api tests","framework.spec.ts","Auth Api Tests","","","Check user info by id",""
"passed","Sun Aug 18 13:24:44 GMT 2024","Sun Aug 18 13:24:46 GMT 2024","1738","api tests","example.spec.ts","auth tests","","","user info by id",""
"failed","Sun Aug 18 13:24:49 GMT 2024","Sun Aug 18 13:24:49 GMT 2024","23","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking DELETE",""
"failed","Sun Aug 18 13:25:00 GMT 2024","Sun Aug 18 13:25:00 GMT 2024","75","api tests","framework.spec.ts","Simple Api Tests","","","Checking POST",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","743","api tests","example.spec.ts","example suite","","","Method test: post",""
"passed","Sun Aug 18 13:24:51 GMT 2024","Sun Aug 18 13:24:52 GMT 2024","652","api tests","framework.spec.ts","Simple Api Tests","","","Get 500 test",""
"failed","Sun Aug 18 13:25:04 GMT 2024","Sun Aug 18 13:25:04 GMT 2024","52","api tests","framework.spec.ts","Simple Api Tests","","","Checking PATCH",""
"passed","Sun Aug 18 13:24:44 GMT 2024","Sun Aug 18 13:24:45 GMT 2024","1242","api tests","example.spec.ts","auth tests","","","auth user check id",""
"failed","Sun Aug 18 13:24:57 GMT 2024","Sun Aug 18 13:24:57 GMT 2024","84","api tests","framework.spec.ts","Simple Api Tests","","","Checking GET",""
"failed","Sun Aug 18 13:24:49 GMT 2024","Sun Aug 18 13:24:49 GMT 2024","54","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking GET",""
"passed","Sun Aug 18 13:24:43 GMT 2024","Sun Aug 18 13:24:44 GMT 2024","624","api tests","example.spec.ts","example suite","","","Method test: get",""
"passed","Sun Aug 18 13:24:44 GMT 2024","Sun Aug 18 13:24:45 GMT 2024","582","api tests","fixtures.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Sun Aug 18 13:24:51 GMT 2024","Sun Aug 18 13:24:51 GMT 2024","574","api tests","framework.spec.ts","Simple Api Tests","","","Hello Test",""
"passed","Sun Aug 18 13:25:00 GMT 2024","Sun Aug 18 13:25:01 GMT 2024","773","api tests","framework.spec.ts","Auth Api Tests","","","Check user id",""
"failed","Sun Aug 18 13:24:56 GMT 2024","Sun Aug 18 13:24:56 GMT 2024","32","api tests","fixtures.spec.ts","Simple Api Tests","","","Checking PATCH",""
